HCPCS,MOD,PROCSTAT,CARRIER,LOCALITY,FACILITY PRICE,NON-FACILTY PRICE
0638T,TC,C,12302,01,382.46,382.46
0638T,TC,C,12302,99,360.63,360.63
0638T,TC,C,12402,01,413.38,413.38
0638T,TC,C,12402,99,389.18,389.18
0638T,TC,C,12502,01,371.05,371.05
0638T,TC,C,12502,99,327.17,327.17
0638T,TC,C,13102,00,383.87,383.87
0638T,TC,C,13202,01,414.26,414.26
0638T,TC,C,13202,02,423.97,423.97
0638T,TC,C,13202,03,390.28,390.28
0638T,TC,C,13282,99,338.49,338.49
0638T,TC,C,13292,04,421.34,421.34
0638T,TC,C,14112,03,353.06,353.06
0638T,TC,C,14112,99,327.78,327.78
0638T,TC,C,14212,01,425.43,425.43
0638T,TC,C,14212,99,375.19,375.19
0638T,TC,C,14312,40,370.94,370.94
0638T,TC,C,14412,01,368.10,368.10
0638T,TC,C,14512,50,352.66,352.66
0638T,TC,C,15102,00,316.84,316.84
0638T,TC,C,15202,00,325.41,325.41
0640T,TC,C,01112,05,53.36,53.36
0640T,TC,C,01112,09,54.56,54.56
0640T,TC,C,01112,51,49.91,49.91
0640T,TC,C,01112,52,53.37,53.37
0640T,TC,C,01112,53,49.90,49.90
0640T,TC,C,01112,54,41.57,41.57
0640T,TC,C,01112,55,41.55,41.55
0640T,TC,C,01112,56,41.55,41.55
0640T,TC,C,01112,57,41.55,41.55
0640T,TC,C,01112,58,41.55,41.55
0640T,TC,C,01112,59,41.55,41.55
0640T,TC,C,01112,60,41.55,41.55
0640T,TC,C,01112,61,41.55,41.55
0640T,TC,C,01112,62,41.65,41.65
0640T,TC,C,01112,63,44.07,44.07
0640T,TC,C,01112,64,43.92,43.92
0640T,TC,C,01112,65,54.60,54.60
0640T,TC,C,01112,66,46.04,46.04
0640T,TC,C,01112,67,46.53,46.53
0640T,TC,C,01112,68,41.55,41.55
0640T,TC,C,01112,69,41.55,41.55
0640T,TC,C,01112,70,41.55,41.55
0640T,TC,C,01112,75,41.55,41.55
0640T,TC,C,01182,17,44.82,44.82
0640T,TC,C,01182,18,44.87,44.87
0640T,TC,C,01182,71,41.55,41.55
0640T,TC,C,01182,72,45.32,45.32
0640T,TC,C,01182,73,43.17,43.17
0640T,TC,C,01182,74,44.19,44.19
0640T,TC,C,01212,01,43.11,43.11
0640T,TC,C,01312,00,38.06,38.06
0640T,TC,C,02102,01,40.38,40.38
0640T,TC,C,02202,00,34.88,34.88
0640T,TC,C,02302,01,42.18,42.18
0640T,TC,C,02302,99,37.83,37.83
0640T,TC,C,02402,02,46.58,46.58
0640T,TC,C,02402,99,40.00,40.00
0640T,TC,C,03102,00,36.86,36.86
0640T,TC,C,03202,01,38.08,38.08
0640T,TC,C,03302,01,37.88,37.88
0640T,TC,C,03402,02,37.86,37.86
0640T,TC,C,03502,09,35.78,35.78
0640T,TC,C,03602,21,37.99,37.99
0640T,TC,C,04112,01,40.42,40.42
0640T,TC,C,04212,05,35.01,35.01
0640T,TC,C,04312,00,33.96,33.96
0640T,TC,C,04412,09,37.66,37.66
0640T,TC,C,04412,11,37.88,37.88
0640T,TC,C,04412,15,37.76,37.76
0640T,TC,C,04412,18,37.94,37.94
0640T,TC,C,04412,20,34.66,34.66
0640T,TC,C,04412,28,37.51,37.51
0640T,TC,C,04412,31,40.23,40.23
0640T,TC,C,04412,99,36.12,36.12
0640T,TC,C,05102,00,34.67,34.67
0640T,TC,C,05202,00,34.29,34.29
0640T,TC,C,05302,01,36.27,36.27
0640T,TC,C,05302,02,35.77,35.77
0640T,TC,C,05302,99,32.86,32.86
0640T,TC,C,05402,00,34.96,34.96
0640T,TC,C,06102,12,35.40,35.40
0640T,TC,C,06102,15,39.35,39.35
0640T,TC,C,06102,16,38.70,38.70
0640T,TC,C,06102,99,34.98,34.98
0640T,TC,C,06202,00,38.94,38.94
0640T,TC,C,06302,00,36.26,36.26
0640T,TC,C,07102,13,32.59,32.59
0640T,TC,C,07202,01,35.90,35.90
0640T,TC,C,07202,99,33.72,33.72
0640T,TC,C,07302,00,32.74,32.74
0640T,TC,C,08102,00,35.15,35.15
0640T,TC,C,08202,01,36.99,36.99
0640T,TC,C,08202,99,34.84,34.84
0640T,TC,C,09102,03,38.84,38.84
0640T,TC,C,09102,04,40.14,40.14
0640T,TC,C,09102,99,36.58,36.58
0640T,TC,C,09202,20,38.49,38.49
0640T,TC,C,09202,50,38.49,38.49
0640T,TC,C,10112,00,33.21,33.21
0640T,TC,C,10212,01,38.75,38.75
0640T,TC,C,10212,99,34.06,34.06
0640T,TC,C,10312,35,34.49,34.49
0640T,TC,C,11202,01,35.16,35.16
0640T,TC,C,11302,00,37.34,37.34
0640T,TC,C,11402,16,33.28,33.28
0640T,TC,C,11502,00,35.43,35.43
0640T,TC,C,12102,01,37.59,37.59
0640T,TC,C,12202,01,44.83,44.83
0640T,TC,C,12302,01,40.91,40.91
0640T,TC,C,12302,99,38.50,38.50
0640T,TC,C,12402,01,44.14,44.14
0640T,TC,C,12402,99,41.58,41.58
0640T,TC,C,12502,01,39.69,39.69
0640T,TC,C,12502,99,34.96,34.96
0640T,TC,C,13102,00,41.05,41.05
0640T,TC,C,13202,01,44.39,44.39
0640T,TC,C,13202,02,45.50,45.50
0640T,TC,C,13202,03,41.73,41.73
0640T,TC,C,13282,99,36.09,36.09
0640T,TC,C,13292,04,45.09,45.09
0640T,TC,C,14112,03,37.61,37.61
0640T,TC,C,14112,99,34.93,34.93
0640T,TC,C,14212,01,45.36,45.36
0640T,TC,C,14212,99,40.01,40.01
0640T,TC,C,14312,40,39.58,39.58
0640T,TC,C,14412,01,39.29,39.29
0640T,TC,C,14512,50,37.53,37.53
0640T,TC,C,15102,00,33.86,33.86
0640T,TC,C,15202,00,34.80,34.80
0648T,TC,C,01112,05,1340.00,1340.00
0648T,TC,C,01112,09,1370.40,1370.40
0648T,TC,C,01112,51,1252.61,1252.61
0648T,TC,C,01112,52,1340.01,1340.01
0648T,TC,C,01112,53,1252.59,1252.59
0648T,TC,C,01112,54,1041.68,1041.68
0648T,TC,C,01112,55,1041.66,1041.66
0648T,TC,C,01112,56,1041.66,1041.66
0648T,TC,C,01112,57,1041.66,1041.66
0648T,TC,C,01112,58,1041.66,1041.66
0648T,TC,C,01112,59,1041.66,1041.66
0648T,TC,C,01112,60,1041.66,1041.66
0648T,TC,C,01112,61,1041.66,1041.66
0648T,TC,C,01112,62,1041.77,1041.77
0648T,TC,C,01112,63,1105.33,1105.33
0648T,TC,C,01112,64,1101.53,1101.53
0648T,TC,C,01112,65,1370.45,1370.45
0648T,TC,C,01112,66,1154.74,1154.74
0648T,TC,C,01112,67,1167.09,1167.09
0648T,TC,C,01112,68,1041.66,1041.66
0648T,TC,C,01112,69,1041.66,1041.66
0648T,TC,C,01112,70,1041.66,1041.66
0648T,TC,C,01112,75,1041.66,1041.66
0648T,TC,C,01182,17,1123.41,1123.41
0648T,TC,C,01182,18,1124.37,1124.37
0648T,TC,C,01182,71,1041.66,1041.66
0648T,TC,C,01182,72,1136.69,1136.69
0648T,TC,C,01182,73,1082.52,1082.52
0648T,TC,C,01182,74,1108.18,1108.18
0648T,TC,C,01212,01,1080.63,1080.63
0648T,TC,C,01312,00,951.48,951.48
0648T,TC,C,02102,01,1012.21,1012.21
0648T,TC,C,02202,00,874.39,874.39
0648T,TC,C,02302,01,1055.98,1055.98
0648T,TC,C,02302,99,946.69,946.69
0648T,TC,C,02402,02,1166.24,1166.24
0648T,TC,C,02402,99,1000.87,1000.87
0648T,TC,C,03102,00,921.08,921.08
0648T,TC,C,03202,01,950.59,950.59
0648T,TC,C,03302,01,950.39,950.39
0648T,TC,C,03402,02,950.37,950.37
0648T,TC,C,03502,09,893.54,893.54
0648T,TC,C,03602,21,950.50,950.50
0648T,TC,C,04112,01,1011.33,1011.33
0648T,TC,C,04212,05,871.79,871.79
0648T,TC,C,04312,00,848.84,848.84
0648T,TC,C,04412,09,941.96,941.96
0648T,TC,C,04412,11,946.74,946.74
0648T,TC,C,04412,15,943.88,943.88
0648T,TC,C,04412,18,944.06,944.06
0648T,TC,C,04412,20,865.04,865.04
0648T,TC,C,04412,28,937.24,937.24
0648T,TC,C,04412,31,1005.67,1005.67
0648T,TC,C,04412,99,902.09,902.09
0648T,TC,C,05102,00,869.62,869.62
0648T,TC,C,05202,00,859.20,859.20
0648T,TC,C,05302,01,904.98,904.98
0648T,TC,C,05302,02,892.62,892.62
0648T,TC,C,05302,99,819.45,819.45
0648T,TC,C,05402,00,877.21,877.21
0648T,TC,C,06102,12,874.91,874.91
0648T,TC,C,06102,15,976.50,976.50
0648T,TC,C,06102,16,955.77,955.77
0648T,TC,C,06102,99,868.11,868.11
0648T,TC,C,06202,00,977.91,977.91
0648T,TC,C,06302,00,910.45,910.45
0648T,TC,C,07102,13,816.44,816.44
0648T,TC,C,07202,01,894.57,894.57
0648T,TC,C,07202,99,841.30,841.30
0648T,TC,C,07302,00,818.42,818.42
0648T,TC,C,08102,00,881.05,881.05
0648T,TC,C,08202,01,917.56,917.56
0648T,TC,C,08202,99,867.96,867.96
0648T,TC,C,09102,03,963.21,963.21
0648T,TC,C,09102,04,990.06,990.06
0648T,TC,C,09102,99,908.95,908.95
0648T,TC,C,09202,20,961.04,961.04
0648T,TC,C,09202,50,961.04,961.04
0648T,TC,C,10112,00,831.66,831.66
0648T,TC,C,10212,01,965.86,965.86
0648T,TC,C,10212,99,848.03,848.03
0648T,TC,C,10312,35,863.96,863.96
0648T,TC,C,11202,01,878.32,878.32
0648T,TC,C,11302,00,934.34,934.34
0648T,TC,C,11402,16,826.25,826.25
0648T,TC,C,11502,00,886.80,886.80
0648T,TC,C,12102,01,939.15,939.15
0648T,TC,C,12202,01,1119.77,1119.77
0648T,TC,C,12302,01,1020.04,1020.04
0648T,TC,C,12302,99,961.97,961.97
0648T,TC,C,12402,01,1102.65,1102.65
0648T,TC,C,12402,99,1038.05,1038.05
0648T,TC,C,12502,01,989.61,989.61
0648T,TC,C,12502,99,872.65,872.65
0648T,TC,C,13102,00,1023.83,1023.83
0648T,TC,C,13202,01,1104.73,1104.73
0648T,TC,C,13202,02,1130.47,1130.47
0648T,TC,C,13202,03,1040.93,1040.93
0648T,TC,C,13282,99,902.98,902.98
0648T,TC,C,13292,04,1123.68,1123.68
0648T,TC,C,14112,03,941.91,941.91
0648T,TC,C,14112,99,874.44,874.44
0648T,TC,C,14212,01,1134.90,1134.90
0648T,TC,C,14212,99,1000.89,1000.89
0648T,TC,C,14312,40,989.51,989.51
0648T,TC,C,14412,01,981.91,981.91
0648T,TC,C,14512,50,940.92,940.92
0648T,TC,C,15102,00,845.08,845.08
0648T,TC,C,15202,00,867.92,867.92
0649T,TC,C,01112,05,1340.00,1340.00
0649T,TC,C,01112,09,1370.40,1370.40
0649T,TC,C,01112,51,1252.61,1252.61
0649T,TC,C,01112,52,1340.01,1340.01
0649T,TC,C,01112,53,1252.59,1252.59
0649T,TC,C,01112,54,1041.68,1041.68
0649T,TC,C,01112,55,1041.66,1041.66
0649T,TC,C,01112,56,1041.66,1041.66
0649T,TC,C,01112,57,1041.66,1041.66
0649T,TC,C,01112,58,1041.66,1041.66
0649T,TC,C,01112,59,1041.66,1041.66
0649T,TC,C,01112,60,1041.66,1041.66
0649T,TC,C,01112,61,1041.66,1041.66
0649T,TC,C,01112,62,1041.77,1041.77
0649T,TC,C,01112,63,1105.33,1105.33
0649T,TC,C,01112,64,1101.53,1101.53
0649T,TC,C,01112,65,1370.45,1370.45
0649T,TC,C,01112,66,1154.74,1154.74
0649T,TC,C,01112,67,1167.09,1167.09
0649T,TC,C,01112,68,1041.66,1041.66
0649T,TC,C,01112,69,1041.66,1041.66
0649T,TC,C,01112,70,1041.66,1041.66
0649T,TC,C,01112,75,1041.66,1041.66
0649T,TC,C,01182,17,1123.41,1123.41
0649T,TC,C,01182,18,1124.37,1124.37
0649T,TC,C,01182,71,1041.66,1041.66
0649T,TC,C,01182,72,1136.69,1136.69
0649T,TC,C,01182,73,1082.52,1082.52
0649T,TC,C,01182,74,1108.18,1108.18
0649T,TC,C,01212,01,1080.63,1080.63
0649T,TC,C,01312,00,951.48,951.48
0649T,TC,C,02102,01,1012.21,1012.21
0649T,TC,C,02202,00,874.39,874.39
0649T,TC,C,02302,01,1055.98,1055.98
0649T,TC,C,02302,99,946.69,946.69
0649T,TC,C,02402,02,1166.24,1166.24
0649T,TC,C,02402,99,1000.87,1000.87
0649T,TC,C,03102,00,921.08,921.08
0649T,TC,C,03202,01,950.59,950.59
0649T,TC,C,03302,01,950.39,950.39
0649T,TC,C,03402,02,950.37,950.37
0649T,TC,C,03502,09,893.54,893.54
0649T,TC,C,03602,21,950.50,950.50
0649T,TC,C,04112,01,1011.33,1011.33
0649T,TC,C,04212,05,871.79,871.79
0649T,TC,C,04312,00,848.84,848.84
0649T,TC,C,04412,09,941.96,941.96
0649T,TC,C,04412,11,946.74,946.74
0649T,TC,C,04412,15,943.88,943.88
0649T,TC,C,04412,18,944.06,944.06
0649T,TC,C,04412,20,865.04,865.04
0649T,TC,C,04412,28,937.24,937.24
0649T,TC,C,04412,31,1005.67,1005.67
0649T,TC,C,04412,99,902.09,902.09
0649T,TC,C,05102,00,869.62,869.62
0649T,TC,C,05202,00,859.20,859.20
0649T,TC,C,05302,01,904.98,904.98
0649T,TC,C,05302,02,892.62,892.62
0649T,TC,C,05302,99,819.45,819.45
0649T,TC,C,05402,00,877.21,877.21
0649T,TC,C,06102,12,874.91,874.91
0649T,TC,C,06102,15,976.50,976.50
0649T,TC,C,06102,16,955.77,955.77
0649T,TC,C,06102,99,868.11,868.11
0649T,TC,C,06202,00,977.91,977.91
0649T,TC,C,06302,00,910.45,910.45
0649T,TC,C,07102,13,816.44,816.44
0649T,TC,C,07202,01,894.57,894.57
0649T,TC,C,07202,99,841.30,841.30
0649T,TC,C,07302,00,818.42,818.42
0649T,TC,C,08102,00,881.05,881.05
0649T,TC,C,08202,01,917.56,917.56
0649T,TC,C,08202,99,867.96,867.96
0649T,TC,C,09102,03,963.21,963.21
0649T,TC,C,09102,04,990.06,990.06
0649T,TC,C,09102,99,908.95,908.95
0649T,TC,C,09202,20,961.04,961.04
0649T,TC,C,09202,50,961.04,961.04
0649T,TC,C,10112,00,831.66,831.66
0649T,TC,C,10212,01,965.86,965.86
0649T,TC,C,10212,99,848.03,848.03
0649T,TC,C,10312,35,863.96,863.96
0649T,TC,C,11202,01,878.32,878.32
0649T,TC,C,11302,00,934.34,934.34
0649T,TC,C,11402,16,826.25,826.25
0649T,TC,C,11502,00,886.80,886.80
0649T,TC,C,12102,01,939.15,939.15
0649T,TC,C,12202,01,1119.77,1119.77
0649T,TC,C,12302,01,1020.04,1020.04
0649T,TC,C,12302,99,961.97,961.97
0649T,TC,C,12402,01,1102.65,1102.65
0649T,TC,C,12402,99,1038.05,1038.05
0649T,TC,C,12502,01,989.61,989.61
0649T,TC,C,12502,99,872.65,872.65
0649T,TC,C,13102,00,1023.83,1023.83
0649T,TC,C,13202,01,1104.73,1104.73
0649T,TC,C,13202,02,1130.47,1130.47
0649T,TC,C,13202,03,1040.93,1040.93
0649T,TC,C,13282,99,902.98,902.98
0649T,TC,C,13292,04,1123.68,1123.68
0649T,TC,C,14112,03,941.91,941.91
0649T,TC,C,14112,99,874.44,874.44
0649T,TC,C,14212,01,1134.90,1134.90
0649T,TC,C,14212,99,1000.89,1000.89
0649T,TC,C,14312,40,989.51,989.51
0649T,TC,C,14412,01,981.91,981.91
0649T,TC,C,14512,50,940.92,940.92
0649T,TC,C,15102,00,845.08,845.08
0649T,TC,C,15202,00,867.92,867.92
0689T,TC,C,01112,05,124.94,124.94
0689T,TC,C,01112,09,127.77,127.77
0689T,TC,C,01112,51,116.83,116.83
0689T,TC,C,01112,52,124.96,124.96
0689T,TC,C,01112,53,116.81,116.81
0689T,TC,C,01112,54,97.21,97.21
0689T,TC,C,01112,55,97.19,97.19
0689T,TC,C,01112,56,97.19,97.19
0689T,TC,C,01112,57,97.19,97.19
0689T,TC,C,01112,58,97.19,97.19
0689T,TC,C,01112,59,97.19,97.19
0689T,TC,C,01112,60,97.19,97.19
0689T,TC,C,01112,61,97.19,97.19
0689T,TC,C,01112,62,97.29,97.29
0689T,TC,C,01112,63,103.12,103.12
0689T,TC,C,01112,64,102.76,102.76
0689T,TC,C,01112,65,127.81,127.81
0689T,TC,C,01112,66,107.72,107.72
0689T,TC,C,01112,67,108.87,108.87
0689T,TC,C,01112,68,97.19,97.19
0689T,TC,C,01112,69,97.19,97.19
0689T,TC,C,01112,70,97.19,97.19
0689T,TC,C,01112,75,97.19,97.19
0689T,TC,C,01182,17,104.83,104.83
0689T,TC,C,01182,18,104.93,104.93
0689T,TC,C,01182,71,97.19,97.19
0689T,TC,C,01182,72,106.04,106.04
0689T,TC,C,01182,73,100.99,100.99
0689T,TC,C,01182,74,103.38,103.38
0689T,TC,C,01212,01,100.83,100.83
0689T,TC,C,01312,00,88.88,88.88
0689T,TC,C,02102,01,94.45,94.45
0689T,TC,C,02202,00,81.59,81.59
0689T,TC,C,02302,01,98.59,98.59
0689T,TC,C,02302,99,88.39,88.39
0689T,TC,C,02402,02,108.88,108.88
0689T,TC,C,02402,99,93.46,93.46
0689T,TC,C,03102,00,86.05,86.05
0689T,TC,C,03202,01,88.85,88.85
0689T,TC,C,03302,01,88.65,88.65
0689T,TC,C,03402,02,88.62,88.62
0689T,TC,C,03502,09,83.50,83.50
0689T,TC,C,03602,21,88.76,88.76
0689T,TC,C,04112,01,94.44,94.44
0689T,TC,C,04212,05,81.57,81.57
0689T,TC,C,04312,00,79.30,79.30
0689T,TC,C,04412,09,87.98,87.98
0689T,TC,C,04412,11,88.44,88.44
0689T,TC,C,04412,15,88.17,88.17
0689T,TC,C,04412,18,88.35,88.35
0689T,TC,C,04412,20,80.86,80.86
0689T,TC,C,04412,28,87.56,87.56
0689T,TC,C,04412,31,93.94,93.94
0689T,TC,C,04412,99,84.30,84.30
0689T,TC,C,05102,00,81.12,81.12
0689T,TC,C,05202,00,80.18,80.18
0689T,TC,C,05302,01,84.60,84.60
0689T,TC,C,05302,02,83.44,83.44
0689T,TC,C,05302,99,76.62,76.62
0689T,TC,C,05402,00,81.82,81.82
0689T,TC,C,06102,12,82.10,82.10
0689T,TC,C,06102,15,91.49,91.49
0689T,TC,C,06102,16,89.72,89.72
0689T,TC,C,06102,99,81.33,81.33
0689T,TC,C,06202,00,91.18,91.18
0689T,TC,C,06302,00,84.90,84.90
0689T,TC,C,07102,13,76.20,76.20
0689T,TC,C,07202,01,83.67,83.67
0689T,TC,C,07202,99,78.65,78.65
0689T,TC,C,07302,00,76.46,76.46
0689T,TC,C,08102,00,82.21,82.21
0689T,TC,C,08202,01,85.98,85.98
0689T,TC,C,08202,99,81.19,81.19
0689T,TC,C,09102,03,90.27,90.27
0689T,TC,C,09102,04,92.99,92.99
0689T,TC,C,09102,99,85.12,85.12
0689T,TC,C,09202,20,89.82,89.82
0689T,TC,C,09202,50,89.82,89.82
0689T,TC,C,10112,00,77.64,77.64
0689T,TC,C,10212,01,90.33,90.33
0689T,TC,C,10212,99,79.35,79.35
0689T,TC,C,10312,35,80.64,80.64
0689T,TC,C,11202,01,82.07,82.07
0689T,TC,C,11302,00,87.24,87.24
0689T,TC,C,11402,16,77.40,77.40
0689T,TC,C,11502,00,82.80,82.80
0689T,TC,C,12102,01,87.75,87.75
0689T,TC,C,12202,01,104.64,104.64
0689T,TC,C,12302,01,95.39,95.39
0689T,TC,C,12302,99,89.88,89.88
0689T,TC,C,12402,01,103.03,103.03
0689T,TC,C,12402,99,97.02,97.02
0689T,TC,C,12502,01,92.54,92.54
0689T,TC,C,12502,99,81.57,81.57
0689T,TC,C,13102,00,95.73,95.73
0689T,TC,C,13202,01,103.38,103.38
0689T,TC,C,13202,02,105.86,105.86
0689T,TC,C,13202,03,97.33,97.33
0689T,TC,C,13282,99,84.32,84.32
0689T,TC,C,13292,04,105.10,105.10
0689T,TC,C,14112,03,87.93,87.93
0689T,TC,C,14112,99,81.64,81.64
0689T,TC,C,14212,01,105.98,105.98
0689T,TC,C,14212,99,93.47,93.47
0689T,TC,C,14312,40,92.43,92.43
0689T,TC,C,14412,01,91.73,91.73
0689T,TC,C,14512,50,87.80,87.80
0689T,TC,C,15102,00,78.99,78.99
0689T,TC,C,15202,00,81.15,81.15
0868T,TC,C,01112,05,537.03,537.03
0868T,TC,C,01112,09,549.20,549.20
0868T,TC,C,01112,51,502.02,502.02
0868T,TC,C,01112,52,537.04,537.04
0868T,TC,C,01112,53,502.01,502.01
0868T,TC,C,01112,54,417.53,417.53
0868T,TC,C,01112,55,417.50,417.50
0868T,TC,C,01112,56,417.50,417.50
0868T,TC,C,01112,57,417.50,417.50
0868T,TC,C,01112,58,417.50,417.50
0868T,TC,C,01112,59,417.50,417.50
0868T,TC,C,01112,60,417.50,417.50
0868T,TC,C,01112,61,417.50,417.50
0868T,TC,C,01112,62,417.61,417.61
0868T,TC,C,01112,63,443.01,443.01
0868T,TC,C,01112,64,441.49,441.49
0868T,TC,C,01112,65,549.25,549.25
0868T,TC,C,01112,66,462.81,462.81
0868T,TC,C,01112,67,467.76,467.76
0868T,TC,C,01112,68,417.50,417.50
0868T,TC,C,01112,69,417.50,417.50
0868T,TC,C,01112,70,417.50,417.50
0868T,TC,C,01112,75,417.50,417.50
0868T,TC,C,01182,17,450.28,450.28
0868T,TC,C,01182,18,450.67,450.67
0868T,TC,C,01182,71,417.50,417.50
0868T,TC,C,01182,72,455.58,455.58
0868T,TC,C,01182,73,433.88,433.88
0868T,TC,C,01182,74,444.16,444.16
0868T,TC,C,01212,01,433.13,433.13
0868T,TC,C,01312,00,381.43,381.43
0868T,TC,C,02102,01,405.70,405.70
0868T,TC,C,02202,00,350.47,350.47
0868T,TC,C,02302,01,423.28,423.28
0868T,TC,C,02302,99,379.48,379.48
0868T,TC,C,02402,02,467.48,467.48
0868T,TC,C,02402,99,401.21,401.21
0868T,TC,C,03102,00,369.25,369.25
0868T,TC,C,03202,01,381.10,381.10
0868T,TC,C,03302,01,380.91,380.91
0868T,TC,C,03402,02,380.88,380.88
0868T,TC,C,03502,09,358.22,358.22
0868T,TC,C,03602,21,381.02,381.02
0868T,TC,C,04112,01,405.40,405.40
0868T,TC,C,04212,05,349.57,349.57
0868T,TC,C,04312,00,340.29,340.29
0868T,TC,C,04412,09,377.60,377.60
0868T,TC,C,04412,11,379.53,379.53
0868T,TC,C,04412,15,378.38,378.38
0868T,TC,C,04412,18,378.56,378.56
0868T,TC,C,04412,20,346.81,346.81
0868T,TC,C,04412,28,375.73,375.73
0868T,TC,C,04412,31,403.15,403.15
0868T,TC,C,04412,99,361.65,361.65
0868T,TC,C,05102,00,348.54,348.54
0868T,TC,C,05202,00,344.38,344.38
0868T,TC,C,05302,01,362.83,362.83
0868T,TC,C,05302,02,357.87,357.87
0868T,TC,C,05302,99,328.55,328.55
0868T,TC,C,05402,00,351.58,351.58
0868T,TC,C,06102,12,350.98,350.98
0868T,TC,C,06102,15,391.64,391.64
0868T,TC,C,06102,16,383.44,383.44
0868T,TC,C,06102,99,348.17,348.17
0868T,TC,C,06202,00,391.91,391.91
0868T,TC,C,06302,00,364.88,364.88
0868T,TC,C,07102,13,327.25,327.25
0868T,TC,C,07202,01,358.68,358.68
0868T,TC,C,07202,99,337.30,337.30
0868T,TC,C,07302,00,328.09,328.09
0868T,TC,C,08102,00,353.14,353.14
0868T,TC,C,08202,01,368.01,368.01
0868T,TC,C,08202,99,348.02,348.02
0868T,TC,C,09102,03,386.32,386.32
0868T,TC,C,09102,04,397.23,397.23
0868T,TC,C,09102,99,364.52,364.52
0868T,TC,C,09202,20,385.29,385.29
0868T,TC,C,09202,50,385.29,385.29
0868T,TC,C,10112,00,333.36,333.36
0868T,TC,C,10212,01,387.26,387.26
0868T,TC,C,10212,99,340.05,340.05
0868T,TC,C,10312,35,346.30,346.30
0868T,TC,C,11202,01,352.12,352.12
0868T,TC,C,11302,00,374.53,374.53
0868T,TC,C,11402,16,331.37,331.37
0868T,TC,C,11502,00,355.47,355.47
0868T,TC,C,12102,01,376.50,376.50
0868T,TC,C,12202,01,448.92,448.92
0868T,TC,C,12302,01,408.98,408.98
0868T,TC,C,12302,99,385.65,385.65
0868T,TC,C,12402,01,442.05,442.05
0868T,TC,C,12402,99,416.17,416.17
0868T,TC,C,12502,01,396.78,396.78
0868T,TC,C,12502,99,349.86,349.86
0868T,TC,C,13102,00,410.49,410.49
0868T,TC,C,13202,01,442.98,442.98
0868T,TC,C,13202,02,453.36,453.36
0868T,TC,C,13202,03,417.35,417.35
0868T,TC,C,13282,99,361.97,361.97
0868T,TC,C,13292,04,450.55,450.55
0868T,TC,C,14112,03,377.55,377.55
0868T,TC,C,14112,99,350.52,350.52
0868T,TC,C,14212,01,454.94,454.94
0868T,TC,C,14212,99,401.22,401.22
0868T,TC,C,14312,40,396.67,396.67
0868T,TC,C,14412,01,393.63,393.63
0868T,TC,C,14512,50,377.13,377.13
0868T,TC,C,15102,00,338.81,338.81
0868T,TC,C,15202,00,347.98,347.98
0944T,TC,C,01112,05,343.47,343.47
0944T,TC,C,01112,09,351.25,351.25
0944T,TC,C,01112,51,321.09,321.09
0944T,TC,C,01112,52,343.48,343.48
0944T,TC,C,01112,53,321.08,321.08
0944T,TC,C,01112,54,267.07,267.07
0944T,TC,C,01112,55,267.05,267.05
0944T,TC,C,01112,56,267.05,267.05
0944T,TC,C,01112,57,267.05,267.05
0944T,TC,C,01112,58,267.05,267.05
0944T,TC,C,01112,59,267.05,267.05
0944T,TC,C,01112,60,267.05,267.05
0944T,TC,C,01112,61,267.05,267.05
0944T,TC,C,01112,62,267.15,267.15
0944T,TC,C,01112,63,283.36,283.36
0944T,TC,C,01112,64,282.39,282.39
0944T,TC,C,01112,65,351.30,351.30
0944T,TC,C,01112,66,296.02,296.02
0944T,TC,C,01112,67,299.19,299.19
0944T,TC,C,01112,68,267.05,267.05
0944T,TC,C,01112,69,267.05,267.05
0944T,TC,C,01112,70,267.05,267.05
0944T,TC,C,01112,75,267.05,267.05
0944T,TC,C,01182,17,288.02,288.02
0944T,TC,C,01182,18,288.27,288.27
0944T,TC,C,01182,71,267.05,267.05
0944T,TC,C,01182,72,291.40,291.40
0944T,TC,C,01182,73,277.52,277.52
0944T,TC,C,01182,74,284.09,284.09
0944T,TC,C,01212,01,277.04,277.04
0944T,TC,C,01312,00,244.01,244.01
0944T,TC,C,02102,01,259.50,259.50
0944T,TC,C,02202,00,224.17,224.17
0944T,TC,C,02302,01,270.77,270.77
0944T,TC,C,02302,99,242.75,242.75
0944T,TC,C,02402,02,299.04,299.04
0944T,TC,C,02402,99,256.65,256.65
0944T,TC,C,03102,00,236.23,236.23
0944T,TC,C,03202,01,243.83,243.83
0944T,TC,C,03302,01,243.63,243.63
0944T,TC,C,03402,02,243.60,243.60
0944T,TC,C,03502,09,229.18,229.18
0944T,TC,C,03602,21,243.74,243.74
0944T,TC,C,04112,01,259.34,259.34
0944T,TC,C,04212,05,223.68,223.68
0944T,TC,C,04312,00,217.70,217.70
0944T,TC,C,04412,09,241.56,241.56
0944T,TC,C,04412,11,242.81,242.81
0944T,TC,C,04412,15,242.06,242.06
0944T,TC,C,04412,18,242.25,242.25
0944T,TC,C,04412,20,221.89,221.89
0944T,TC,C,04412,28,240.37,240.37
0944T,TC,C,04412,31,257.91,257.91
0944T,TC,C,04412,99,231.38,231.38
0944T,TC,C,05102,00,222.93,222.93
0944T,TC,C,05202,00,220.29,220.29
0944T,TC,C,05302,01,232.14,232.14
0944T,TC,C,05302,02,228.97,228.97
0944T,TC,C,05302,99,210.22,210.22
